cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0001HS0122CN000055P2,Doesn't the Koran say: 'Murder all the non-Muslims wherever they hide'?,"No, that is misunderstanding. Actually they denounce violence.",Islamophobia,crimes,facts,29.0,female,Master
ENT1ST0001HS0122CN000056,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,"No, the Qur'an does not instruct killing in any part of it. Seriously, check your facts.",Islamophobia,crimes,facts,22.0,female,Master
ENT1ST0001HS0122CN000056P1,Their sacred books command to kill the infidels.,"No, the Qur'an does not instruct killing in any part of it. Seriously, check your facts.",Islamophobia,crimes,facts,22.0,female,Master
ENT1ST0001HS0122CN000056P2,Doesn't the Koran say: 'Murder all the non-Muslims wherever they hide'?,"No, the Qur'an does not instruct killing in any part of it. Seriously, check your facts.",Islamophobia,crimes,facts,22.0,female,Master
ENT1ST0001HS0122CN000057,Don't the Moslem's Holy books say 'kill infidels wherever they may be hiding'.,"No, it doesn't.",Islamophobia,crimes,facts,25.0,female,Master
ENT1ST0001HS0122CN000057P1,Their sacred books command to kill the infidels.,"No, it doesn't.",Islamophobia,crimes,facts,25.0,female,Master
ENT1ST0001HS0122CN000057P2,Doesn't the Koran say: 'Murder all the non-Muslims wherever they hide'?,"No, it doesn't.",Islamophobia,crimes,facts,25.0,female,Master
ENT1ST0001HS0123CN000040,Muslims are the ones who invented the slave trade.,"Slavery long predated Islam, they inherited slavery and proceeded to improve conditions. Way ahead of the rest of the world.",Islamophobia,crimes,facts,25.0,male,Some university without degree
ENT1ST0001HS0123CN000040P1,Muslims conceived the slave trade.,"Slavery long predated Islam, they inherited slavery and proceeded to improve conditions. Way ahead of the rest of the world.",Islamophobia,crimes,facts,25.0,male,Some university without degree
ENT1ST0001HS0123CN000040P2,Muslims are the creators of slave trade.,"Slavery long predated Islam, they inherited slavery and proceeded to improve conditions. Way ahead of the rest of the world.",Islamophobia,crimes,facts,25.0,male,Some university without degree
ENT1ST0001HS0123CN000041,Muslims are the ones who invented the slave trade.,But the British turned it into an art form to rape and pillage across the world.,Islamophobia,crimes,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0001HS0123CN000041P1,Muslims conceived the slave trade.,But the British turned it into an art form to rape and pillage across the world.,Islamophobia,crimes,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0001HS0123CN000041P2,Muslims are the creators of slave trade.,But the British turned it into an art form to rape and pillage across the world.,Islamophobia,crimes,"facts , hypocrisy",50.0,male,Bachelor
ENT1ST0001HS0123CN000042,Muslims are the ones who invented the slave trade.,"That is inaccurate, do your research! Slave trade had been there for ages before all over the world.",Islamophobia,crimes,"facts , hypocrisy",25.0,male,Some university without degree
ENT1ST0001HS0123CN000042P1,Muslims conceived the slave trade.,"That is inaccurate, do your research! Slave trade had been there for ages before all over the world.",Islamophobia,crimes,"facts , hypocrisy",25.0,male,Some university without degree
ENT1ST0001HS0123CN000042P2,Muslims are the creators of slave trade.,"That is inaccurate, do your research! Slave trade had been there for ages before all over the world.",Islamophobia,crimes,"facts , hypocrisy",25.0,male,Some university without degree
ENT1ST0001HS0123CN000043,Muslims are the ones who invented the slave trade.,Slavery has been rampant in early societies of all kinds. I am sure the Romans did not take inspiration for their slave trade directly from Muslims.,Islamophobia,crimes,facts,21.0,female,Master
ENT1ST0001HS0123CN000043P1,Muslims conceived the slave trade.,Slavery has been rampant in early societies of all kinds. I am sure the Romans did not take inspiration for their slave trade directly from Muslims.,Islamophobia,crimes,facts,21.0,female,Master
ENT1ST0001HS0123CN000043P2,Muslims are the creators of slave trade.,Slavery has been rampant in early societies of all kinds. I am sure the Romans did not take inspiration for their slave trade directly from Muslims.,Islamophobia,crimes,facts,21.0,female,Master
ENT1ST0001HS0123CN000044,Muslims are the ones who invented the slave trade.,Slavery was widely dominant before Islam. Muslims actually improved the conditions of slaves and stressed the importance of compassion and kindness.,Islamophobia,crimes,"facts , positive",25.0,male,Some university without degree
ENT1ST0001HS0123CN000044P1,Muslims conceived the slave trade.,Slavery was widely dominant before Islam. Muslims actually improved the conditions of slaves and stressed the importance of compassion and kindness.,Islamophobia,crimes,"facts , positive",25.0,male,Some university without degree
ENT1ST0001HS0123CN000044P2,Muslims are the creators of slave trade.,Slavery was widely dominant before Islam. Muslims actually improved the conditions of slaves and stressed the importance of compassion and kindness.,Islamophobia,crimes,"facts , positive",25.0,male,Some university without degree
ENT1ST0001HS0123CN000045,Muslims are the ones who invented the slave trade.,"That is misleading! The Atlantic slave trade was mostly linked to Christians, but no one calls it Christian slave trade.",Islamophobia,crimes,"facts , hypocrisy",25.0,male,Some university without degree
ENT1ST0001HS0123CN000045P1,Muslims conceived the slave trade.,"That is misleading! The Atlantic slave trade was mostly linked to Christians, but no one calls it Christian slave trade.",Islamophobia,crimes,"facts , hypocrisy",25.0,male,Some university without degree
ENT1ST0001HS0123CN000045P2,Muslims are the creators of slave trade.,"That is misleading! The Atlantic slave trade was mostly linked to Christians, but no one calls it Christian slave trade.",Islamophobia,crimes,"facts , hypocrisy",25.0,male,Some university without degree
ENT1ST0001HS0123CN000046,Muslims are the ones who invented the slave trade.,"No, an entire faith did not invent the slave trade.",Islamophobia,crimes,facts,25.0,male,Master
ENT1ST0001HS0123CN000046P1,Muslims conceived the slave trade.,"No, an entire faith did not invent the slave trade.",Islamophobia,crimes,facts,25.0,male,Master
ENT1ST0001HS0123CN000046P2,Muslims are the creators of slave trade.,"No, an entire faith did not invent the slave trade.",Islamophobia,crimes,facts,25.0,male,Master
ENT1ST0001HS0123CN000047,Muslims are the ones who invented the slave trade.,Non-muslims are the ones who used slavery to build the foundations of western society and relied on it to advance capitalism. What is your point?,Islamophobia,crimes,"facts , hypocrisy",21.0,female,Master
ENT1ST0001HS0123CN000047P1,Muslims conceived the slave trade.,Non-muslims are the ones who used slavery to build the foundations of western society and relied on it to advance capitalism. What is your point?,Islamophobia,crimes,"facts , hypocrisy",21.0,female,Master
ENT1ST0001HS0123CN000047P2,Muslims are the creators of slave trade.,Non-muslims are the ones who used slavery to build the foundations of western society and relied on it to advance capitalism. What is your point?,Islamophobia,crimes,"facts , hypocrisy",21.0,female,Master
ENT1ST0001HS0123CN000048,Muslims are the ones who invented the slave trade.,Christian Europeans are the ones that then expanded the slave trade to an industrial scale and instrumentalised exploitation as a key component of our economy.,Islamophobia,crimes,facts,21.0,female,Master
ENT1ST0001HS0123CN000048P1,Muslims conceived the slave trade.,Christian Europeans are the ones that then expanded the slave trade to an industrial scale and instrumentalised exploitation as a key component of our economy.,Islamophobia,crimes,facts,21.0,female,Master
ENT1ST0001HS0123CN000048P2,Muslims are the creators of slave trade.,Christian Europeans are the ones that then expanded the slave trade to an industrial scale and instrumentalised exploitation as a key component of our economy.,Islamophobia,crimes,facts,21.0,female,Master
